doc_id,text,Likes,Love,Haha,Wow,Angry,Sad,Care,Shares,Comments,Total Interactions,Total Views,Total Views For All Crossposts,Link,Link Text,Followers at Posting,Overperforming Score,Page Admin Top Country,Page Category,Page Name,Page Created,Page Description,Post Created,Post Created Date,Post Created Time,Post Views,Type,URL,User Name,Video Length,Video Share Status
5576,"New year, new chance to sign up for a quality ACA healthcare plan. Before January 15, take some time to find a plan that works for you and #GetCovered in 2023 at",36,6,9,0,0,0,1,6,58,116,0,0,https://healthcare.gov/,Get 2023 health coverage. Health Insurance Marketplace®,262502,-1.41,US,GOVERNMENT_OFFICIAL,Senator Tammy Duckworth,2013-01-03 17:35:17,"U.S. Senator Tammy Duckworth is an Iraq War Veteran, Purple Heart recipient and former Assistant Secretary of the Department of Veterans Affairs. She was among the first Army women to fly combat missions during Operation Iraqi Freedom. Duckworth served in the Reserve Forces for 23 years before retiring from military service in 2014 at the rank of Lieutenant Colonel. She was elected to the U.S. Senate in 2016 after representing Illinois’s Eighth Congressional District in the U.S. House of Representatives for two terms.

Duckworth attended college at the University of Hawaii and earned a Master of Arts in International Affairs from the George Washington University. Following graduation, Duckworth, who is fluent in Thai and Indonesian, moved to Illinois and began pursuing a Ph.D. in Political Science at Northern Illinois University. She also worked at NIU’s School of Nursing researching public health and environmental causes of cancer. Later, Duckworth worked for Rotary International as a manager for administration of Rotary clubs in the Asia Pacific Region.

In 2004, Duckworth was deployed to Iraq as a Black Hawk helicopter pilot for the Illinois Army National Guard. On November 12, 2004, her helicopter was hit by an RPG and Duckworth lost her legs and partial use of her right arm.

Senator Duckworth spent the next year recovering at Walter Reed Army Medical Center, where she quickly became an advocate for her fellow Soldiers and testified before Congress about caring for our Veterans and wounded warriors. Following her recovery, she became Director of the Illinois Department of Veterans Affairs, working to create a tax credit for employers who hired Veterans, establish a first-in-the-nation 24/7 Veterans crisis hotline and develop innovative programs to improve Veterans’ access to housing and health care.

In 2009, President Obama appointed Duckworth to be Assistant Secretary of Veterans Affairs. At VA, Duckworth coordinated the joint initiative with the U.S. Department of Housing and Urban Development to end Veteran homelessness. She also created the Office of Online Communications to improve the VA’s accessibility, especially among young Veterans, and also worked to address the unique challenges that Native American and female Veterans face.

Since her recovery, Duckworth has resumed flying as a civilian pilot and fulfilled a promise she made at Walter Reed by completing several marathons. In her spare time, she volunteers at local food pantries and enjoys couponing and flea markets. In 2015, Duckworth completed her Ph.D in Human Services at Capella University.

In the U.S. House, Duckworth was an advocate for working families and job creation, introducing bills like her bipartisan Friendly Airports for Mothers Act to ensure new mothers have access to safe, clean and accessible lactation rooms when traveling through airports, which passed the Senate. She introduced the In the Red Act to help put our nation on the path toward debt-free college, the Get the Lead Out Act to keep America’s drinking water safe and bipartisan legislation to help close the skills gap while helping people find good-paying jobs. Duckworth also co-sponsored the No Budget, No Pay Act, which would ensure members of Congress only get paid if they pass a budget.

She also served on the House Armed Services Committee and the House Oversight and Government Reform Committee, where she was Ranking Member of the Transportation and Public Assets subcommittee. She introduced and helped pass several important policies through her work on these committees, including the Clay Hunt SAV Act to help reduce Veterans suicide and improve VA mental health services and the Troop Talent Act which helps returning Veterans find jobs in the private sector. She also effectively cut waste and fraud at the Pentagon and throughout government, including passing a common-sense provision to reduce redundancy in Armed Forces uniforms that the nonpartisan U.S. Government Accountability Office found will save taxpayers more than $4 billion over 5 years.

In the U.S. Senate, Duckworth serves on several influential committees that give her an important platform to advocate for Illinois’s working families and entrepreneurs: the Environment & Public Works Committee; the Energy & Natural Resources Committee; the Commerce, Science, & Transportation Committee; and the Small Business & Entrepreneurship Committee. As Senator, she advocates for practical, common-sense solutions needed to move our country and our state forward like: rebuilding our crumbling infrastructure, keeping our water systems safe and lead-free, growing manufacturing jobs while supporting minority-owned small businesses, investing in communities that have been ignored for too long, and making college more affordable for all Americans. And Duckworth continues with her lifelong mission of supporting, protecting and keeping the promises we’ve made to our Veterans as well as ensuring that we stand fully...",2023-01-02 12:46:02 PST,2023-01-02,12:46:02,0,Link,https://www.facebook.com/100044433069554/posts/754751356015960,SenDuckworth,,
1451,"It’s been incredible to meet with so many New Yorkers today as we celebrate #MLKDay and as we work to honor the life and legacy of Reverend Dr. Martin Luther King, Jr. by continuing his march toward equality for all.",373,97,19,2,1,0,9,41,363,905,0,0,https://www.facebook.com/photo.php?fbid=752913616193244&set=a.430226798461929&type=3,Photos from Senator Chuck Schumer's post,581699,1.07,US,GOVERNMENT_OFFICIAL,Senator Chuck Schumer,2008-06-18 5:15:55,"Official Account of Senator Chuck Schumer, New York’s Senator and the Senate Majority Leader.",2023-01-16 12:31:10 PST,2023-01-16,12:31:10,0,Photo,https://www.facebook.com/100044238375809/posts/752914479526491,senschumer,,
7326,"Glad to be at the historic opening of the Alief Multi-Service Center; joined by Mayor @sylvesterturner and Councilmember @tiffanydeshellthomas . From swimming pools, to tennis courts, to skate parks, this facility will serve our city greatly for years to come.",35,10,9,0,0,0,0,4,10,68,0,0,https://www.facebook.com/photo.php?fbid=718428489640576&set=a.401340048016090&type=3,Photos from Congresswoman Sheila Jackson Lee's post,59090,-3.15,US,POLITICIAN,Congresswoman Sheila Jackson Lee,2009-09-16 22:20:30,Representing the 18th Congressional District of Texas since 1995,2023-01-14 20:39:46 PST,2023-01-14,20:39:46,0,Photo,https://www.facebook.com/100044202950815/posts/718428542973904,CongresswomanSheilaJacksonLee,,
4101,"I obtained $1,800,000 for the Roe Road Extension Project in Paradise and $1,400,000 for the Cohasset Road Widening and Fire Safety Project to improve evacuation routes in those areas. These projects are focused on increasing road capacity to help people more quickly evacuate areas threatened by natural disasters, such as wildfires. This also aids first responders and emergency services to get to a disaster scene more expeditiously. These improvements to evacuation infrastructure will improve the safety and quality of life for the residents of Paradise and Butte County. Learning from previous disasters and expanding our ability to react and respond helps us prepare for potential new ones.",83,2,8,2,0,0,1,7,90,193,0,0,https://lamalfa.house.gov/media-center/press-releases/congressman-lamalfa-announces-cohasset-road-widening-and-roe-road,Congressman LaMalfa Announces Cohasset Road Widening and Roe Road Extension Funding,28147,1.16,US,GOVERNMENT_OFFICIAL,Rep. Doug LaMalfa,2014-11-10 16:20:00,"This is the official Facebook page of Representative Doug LaMalfa, a father and farmer proudly servi",2023-01-09 14:27:21 PST,2023-01-09,14:27:21,0,Link,https://www.facebook.com/100044702941828/posts/693913072108785,RepLaMalfa,,
2551,The fatal beating of Tyre Nichols is horrifying. I’m devastated for his family and the Memphis community. We must fight for a world that ends this injustice and inhumane brutality at last.,81,2,0,0,1,18,23,7,275,407,0,0,,,109209,1.37,US,GOVERNMENT_OFFICIAL,Senator Michael Bennet,2009-06-26 14:35:24,"Michael Bennet is a U.S. Senator from Colorado. To send him a message, visit bennet.senate.gov",2023-01-28 08:10:14 PST,2023-01-28,8:10:14,0,Status,https://www.facebook.com/100044567373540/posts/731701964992043,senbennetco,,
9201,"I am honored to continue serving on the Transportation and Infrastructure Committee Republicans. Solid infrastructure is critical to Florida’s economy, which is dependent on moving goods and people efficiently and effectively. There’s important work to be done in improving our infrastructure, and I look forward to working with Sam Graves, the members and applying my nearly 40 years of transportation policy and program experience to invest in our infrastructure system with creative funding ideas and innovative programs.",17,0,1,0,1,0,0,0,16,35,0,0,https://transportation.house.gov/news/documentsingle.aspx?DocumentID=406033,Graves Welcomes Republican T&I Committee Members Recommended by Steering Committee for the 118th Congress | Transportation and Infrastructure Committee,22353,-1.57,US,GOVERNMENT_OFFICIAL,Congressman Daniel Webster,2011-01-04 15:11:24,Congressman Daniel Webster represents the constituents of Florida's 11th Congressional District.,2023-01-17 09:28:44 PST,2023-01-17,9:28:44,0,Link,https://www.facebook.com/100044286711124/posts/734274434725440,RepWebster,,
4301,I am grateful for the opportunity to represent the citizens of South Carolina’s Second Congressional District and remain accessible to them.,60,14,8,0,1,0,1,4,92,180,0,0,https://joewilson.house.gov/media-center/press-releases/wilson-sworn-into-118th-congress,Wilson Sworn into 118th Congress,40855,2.61,US,GOVERNMENT_OFFICIAL,Joe Wilson,2009-04-08 15:34:51,"This is my official Congressional Facebook page. 
",2023-01-07 09:16:37 PST,2023-01-07,9:16:37,0,Link,https://www.facebook.com/100044511644510/posts/716757949817920,JoeWilson,,
8601,"As we pause, today, to honor the life and legacy of Dr. Martin Luther King Jr., let us also recommit ourselves to creating the more just and equal society he dreamt of. #MLKday",30,9,0,0,1,0,0,3,2,45,0,0,https://www.facebook.com/photo.php?fbid=707945004043036&set=a.430209915149881&type=3,,27357,-4.13,US,GOVERNMENT_OFFICIAL,Congresswoman Diana DeGette,2009-06-23 20:42:48,I have the honor of representing Colorado's 1st Congressional District.,2023-01-16 07:24:30 PST,2023-01-16,7:24:30,0,Photo,https://www.facebook.com/100044826287042/posts/707945037376366,DianaDeGette,,
9376,"Exciting news! Georgia Southern University Soldier Performance and Readiness Program is expanding nationwide. Due to GSU’s incredible leadership, the SPAR Program now has federal funding to help service-members with their combat readiness training. What an accomplishment. Read more here: ",17,2,1,0,0,0,0,4,8,32,0,0,https://news.georgiasouthern.edu/2023/01/11/georgia-southern-program-to-improve-soldiers-physical-and-combat-readiness-to-expand-nationwide-with-5-7-million-federal-funding-boost/,Georgia Southern program to improve soldiers’ physical and combat readiness to expand nationwide with $5.7 million federal funding boost | Newsroom,36494,-2.56,US,GOVERNMENT_OFFICIAL,Congressman Buddy Carter,2015-01-07 15:31:43,Proudly serving Georgia's 1st Congressional District,2023-01-17 06:54:04 PST,2023-01-17,6:54:04,0,Link,https://www.facebook.com/100044233036282/posts/723476425803452,CongressmanBuddyCarter,,
7126,"The Democratic Women's Caucus is united and ready for the fight ahead. As your representatives, we will do everything in our power to protect access to safe, legal abortion across the United States.",44,11,2,0,0,0,0,4,10,71,0,0,https://www.facebook.com/photo.php?fbid=773590600789163&set=a.483887559759470&type=3,,26376,1.08,US,GOVERNMENT_OFFICIAL,Congresswoman Norma Torres,2011-12-20 21:20:25,U.S. Representative for California's 35th District. Mother. Grandmother.,2023-01-11 15:05:01 PST,2023-01-11,15:05:01,0,Photo,https://www.facebook.com/100044146913793/posts/773590620789161,RepNormaTorres,,
4276,"It was an honor to join the thousands of Hoosiers who walked in today’s Indiana March for Life. Hoosiers have been - and always will be - strong leaders of the pro-life movement, and I remain committed to protecting the sanctity of life in the U.S. Senate.",40,12,15,0,3,1,0,1,109,181,0,0,https://www.facebook.com/photo.php?fbid=742026917278518&set=a.434088928072320&type=3,,98561,-1.33,US,GOVERNMENT_OFFICIAL,Senator Todd Young,2011-01-04 22:18:46,Representing Indiana in the U.S. Senate,2023-01-23 12:56:55 PST,2023-01-23,12:56:55,0,Photo,https://www.facebook.com/100044136504228/posts/742026937278516,SenatorToddYoung,,
3201,Every child is a precious gift and it is our duty to protect these innocent children who are unable to protect themselves.,90,24,11,1,1,2,4,5,151,289,0,0,https://www.facebook.com/photo.php?fbid=735418444616128&set=a.435724424585533&type=3,,31086,1.6,US,GOVERNMENT_OFFICIAL,Congressman John Moolenaar,2014-12-18 3:39:16,The official Facebook page of Congressman John Moolenaar.,2023-01-22 12:02:08 PST,2023-01-22,12:02:08,0,Photo,https://www.facebook.com/100044439369383/posts/735418461282793,RepMoolenaar,,
1276,"On #HolocaustRemembranceDay, we remember the millions of Jews and innocent people who were murdered by the Nazis. Anti-Semitism, bigotry and hateful acts of violence should have no place in this country and we must continue to use every tool we have to defeat them.",601,61,1,0,0,9,247,45,116,"1,080",0,0,,,3377815,-2.17,US,GOVERNMENT_OFFICIAL,U.S. Senator Elizabeth Warren,2013-01-10 16:12:52,Official page of the office of U.S. Senator Elizabeth Warren of Massachusetts,2023-01-27 14:37:00 PST,2023-01-27,14:37:00,0,Status,https://www.facebook.com/100044156213474/posts/735790041236196,senatorelizabethwarren,,
8626,City leaders have asked for clarity from the federal government regarding the Fufeng project. We should be severing ties with China. Inserting them further into our critical supply chains in close proximity to our national defense puts us at risk. My response to the United States Air Force's official position that Fufeng poses a significant threat to national security ⬇️,20,1,2,0,0,0,0,2,19,44,659,0,https://www.facebook.com/SenatorKevinCramer/videos/576198394095188/,U.S. Air Force Says Fufeng is Significant Threat to National Security,27910,-1.45,US,GOVERNMENT_OFFICIAL,Senator Kevin Cramer,2013-01-01 21:41:12,"I welcome constituent comments on ideas, issues, and views. Inappropriate comments will be deleted.",2023-02-01 06:38:34 PST,2023-02-01,6:38:34,657,Native Video,https://www.facebook.com/100044370431756/posts/771334944355513,SenatorKevinCramer,0:01:28,owned
6851,"With the Inflation Reduction Act, Democrats & President Joe Biden are reducing the federal deficit by hundreds of billions of dollars. Our plan balances the budget while protecting critical lifelines, like Social Security & Medicare, for millions of seniors & people with disabilities.",35,3,9,0,0,0,0,2,28,77,0,0,,,35375,-1.45,US,GOVERNMENT_OFFICIAL,Rep. Debbie Dingell,2015-01-08 12:44:35,Proudly representing Michigan's Sixth Congressional District.,2023-01-31 15:02:54 PST,2023-01-31,15:02:54,0,Status,https://www.facebook.com/100044316615250/posts/746618810158666,RepDebbieDingell,,
8026,There are now more Latinos serving in Congress than ever before. We are 42 strong and ready to get to work for families across the country.,39,4,1,1,0,0,1,1,7,54,0,0,https://www.facebook.com/photo.php?fbid=734169061402710&set=a.409365700549716&type=3,Photos from U.S. Rep. Tony Cárdenas's post,14868,1.59,US,GOVERNMENT_OFFICIAL,U.S. Rep. Tony Cárdenas,2012-08-30 18:41:12,Proud to represent CA’s 29th District - the San Fernando Valley - in Congress.,2023-01-18 12:28:15 PST,2023-01-18,12:28:15,0,Photo,https://www.facebook.com/100044288686801/posts/734183251401291,CongressmanCardenas,,
8876,This drop in student vaccination rates is alarming and increases the risk of communicable diseases spreading in our schools. I encourage parents to ensure their kids’ vaccination records up-to-date to protect our schools and communities.,14,0,2,0,0,2,1,0,21,40,0,0,https://newhampshirebulletin.com/2023/01/25/health-leaders-are-cheerleading-for-childhood-vaccines-as-student-vaccination-rates-drop/?eType=EmailBlastContent&eId=976c5006-8ea0-4ba4-bb6b-b66efde7914d,Health leaders are 'cheerleading' for childhood vaccines as student vaccination rates drop – New Hampshire Bulletin,48378,-1.43,US,GOVERNMENT_OFFICIAL,Senator Jeanne Shaheen,2010-06-15 19:20:24,U.S. Senator Jeanne Shaheen is proud to represent the people of New Hampshire. Follow on Twitter at:,2023-01-26 08:02:47 PST,2023-01-26,8:02:47,0,Link,https://www.facebook.com/100044415254490/posts/731806974976471,SenatorShaheen,,
5551,"On Idaho Human Rights and Martin Luther King Jr. Day, we reflect on Dr. King’s powerful legacy of fighting for justice and equal rights for all Americans. We must continue his fight.",80,18,0,0,0,0,2,14,3,117,0,0,https://www.facebook.com/photo.php?fbid=702093334614251&set=a.467484494741804&type=3,,18615,1.05,US,POLITICAL_PARTY,Idaho Democratic Party,2008-07-15 19:34:06,"The Idaho Democratic Party | People, Progress, Prosperity",2023-01-16 07:39:19 PST,2023-01-16,7:39:19,0,Photo,https://www.facebook.com/100044407720227/posts/702093364614248,idahodems,,
6001,"More than six million Americans have Alzheimer’s, including many dear friends and loved ones in California’s 26th Congressional District. Recently, I had the pleasure of meeting with local volunteers with the Alzheimer's Association, California Central Coast Chapter. This wonderful team shared with me the important work they are doing to accelerate global research on Alzheimer’s and provide quality care and support to all those affected by dementia.",74,13,0,0,0,0,1,4,9,101,0,0,https://www.facebook.com/photo.php?fbid=755972915897353&set=a.447049296789718&type=3,,21369,-1.63,US,GOVERNMENT_OFFICIAL,Congresswoman Julia Brownley,2013-02-08 3:08:34,Fighting #ForThePeople of California's 26th Congressional District,2023-01-26 14:35:08 PST,2023-01-26,14:35:08,0,Photo,https://www.facebook.com/100044539543137/posts/755974052563906,RepBrownley,,
9751,A good move by my friend and former colleague Secretary Deb Haaland.,19,1,0,0,0,0,4,1,3,28,0,0,https://www.bbc.com/news/world-us-canada-64252259.amp,US renames five places that used racist slur for Native Americans,42207,-1.46,US,GOVERNMENT_OFFICIAL,Congressman Brad Sherman,2009-04-07 17:34:11,"Brad Sherman represents California's 32nd Congressional District

Website: BradSherman.house.gov",2023-01-15 16:35:25 PST,2023-01-15,16:35:25,0,Link,https://www.facebook.com/100044693033679/posts/714802540019507,CongressmanBradSherman,,
4776,"Last week, I had the opportunity to visit Yad Vashem: World Holocaust Center, Jerusalem and reflect on the lasting legacy of one of history’s darkest periods. On International Holocaust Remembrance Day, let us remember the millions of lives lost and our shared responsibility to confront hate before it becomes evil.",88,14,0,0,0,0,18,8,24,152,0,0,https://www.facebook.com/photo.php?fbid=726803895481850&set=a.478382240324018&type=3,Senator Michael Bennet,109208,-1.89,US,GOVERNMENT_OFFICIAL,Senator Michael Bennet,2009-06-26 14:35:24,"Michael Bennet is a U.S. Senator from Colorado. To send him a message, visit bennet.senate.gov",2023-01-27 08:29:35 PST,2023-01-27,8:29:35,0,Photo,https://www.facebook.com/100044567373540/posts/731072021721704,senbennetco,,
7826,"News: My bill to name a New Braunfels post office, just a block away from a twist and turn of the great Guadalupe River, after its great, late Bob Krueger, is now law! Looking forward to honoring his memory and making his rich legacy — his values, his grace, his kindness, his commitment to service — a part of our future. Reflections from his family in the New Braunfels Herald-Zeitung:",43,7,0,0,0,0,2,1,5,58,0,0,https://herald-zeitung.com/community_alert/new-braunfels-post-office-to-be-renamed-to-honor-krueger-s-contributions/article_10fff772-8b6a-11ed-9451-43476a063a5e.html,New Braunfels post office to be renamed to honor Krueger’s contributions,42356,1.02,US,GOVERNMENT_OFFICIAL,Rep. Lloyd Doggett,2009-09-28 13:24:19,The office of Congressman Lloyd Doggett -- http://Doggett.House.Gov/,2023-01-03 12:11:44 PST,2023-01-03,12:11:44,0,Link,https://www.facebook.com/100044523635861/posts/725640058930109,RepLloydDoggett,,
7876,Southwest Airlines’s holiday meltdown was inexcusable. No business can treat its customers like that and get away with it. The passengers and the public need answers about what went wrong and how Southwest will make sure it never happens again.,16,0,6,0,0,0,1,0,34,57,0,0,https://www.nytimes.com/2023/01/12/us/politics/southwest-cancellations-delays.html?partner=bloomberg,Democratic Senators Press Southwest Over Its Christmas Meltdown,133842,-1.19,US,GOVERNMENT_OFFICIAL,Senator Edward J. Markey,2007-12-14 0:25:43,"US Senator for Massachusetts. Chair of Subcommittees on Clean Energy, Climate and Nuclear Safety and",2023-01-12 15:53:56 PST,2023-01-12,15:53:56,0,Link,https://www.facebook.com/100044243478659/posts/752019189616190,EdJMarkey,,
2401,Thank you to everyone participating in the March for Life today. I’m so grateful for the work you have done and the progress we have made to date. We need to continue to work together to save lives.,227,45,5,1,9,0,1,3,156,447,0,0,,,17703,1.47,US,GOVERNMENT_OFFICIAL,U.S. Senator Mike Rounds,2015-01-01 19:42:34,United States Senator for the state of South Dakota,2023-01-20 14:58:01 PST,2023-01-20,14:58:01,0,Status,https://www.facebook.com/100044238915948/posts/740329510785006,SenatorMikeRounds,,
9826,"Starting this year, WA families & small business can save thousands of dollars on energy bills through new appliances, thanks to the Democrats’ Inflation Reduction Act. 💵⚡️ Read more about how these investments can benefit you. ⬇️ ",12,1,2,0,0,0,0,0,11,26,0,0,https://www.washingtonpost.com/climate-solutions/interactive/2023/home-energy-tax-breaks/?itid=hp-top-table-main_p001_f003,How to make your home more energy efficient — and get a tax break too,34761,-1.81,US,GOVERNMENT_OFFICIAL,Congresswoman Suzan DelBene,2012-12-19 16:08:29,"Official page for Congresswoman Suzan DelBene, representing Washington's 1st Congressional District",2023-01-30 13:12:05 PST,2023-01-30,13:12:05,0,Link,https://www.facebook.com/100044592940488/posts/765528891610202,RepDelBene,,
9326,"On Martin Luther King Jr. Day, we must remain vigilant and continue to fight racism and hatred in all its forms, working together toward a more just and fair future. My full statement here: ",27,2,1,0,0,0,0,1,2,33,0,0,https://bit.ly/3ZDT2nA,McCollum Statement on Dr. Martin Luther King Jr. Day 2023,30215,-1.18,US,GOVERNMENT_OFFICIAL,Congresswoman Betty McCollum,2011-02-08 22:45:22,"Proudly representing Minnesota's Fourth District. For more information, visit my website (mccollum.h",2023-01-16 06:05:04 PST,2023-01-16,6:05:04,0,Link,https://www.facebook.com/100045099313469/posts/713817820131522,repbettymccollum,,
8101,TUNE IN NOW ➡️ I’m leading another roundtable to discuss the ongoing threats to our energy security. We will cover everything from increasing domestic energy production to reducing our dependence on foreign adversaries like China and Russia. Check it out here:,16,4,6,0,0,0,0,0,27,53,0,0,https://www.youtube.com/watch?v=DmH5aWcDTOc,A Roundtable on American Energy Security,33592,-4.38,US,GOVERNMENT_OFFICIAL,Congresswoman Cathy McMorris Rodgers,2010-02-09 16:34:35,Working to keep the American Dream alive.,2023-01-26 07:22:25 PST,2023-01-26,7:22:25,0,YouTube,https://www.facebook.com/100044818170452/posts/705377774299489,mcmorrisrodgers,,
8651,"📈 +223,000 jobs in December 📉 Unemployment down to 3.5% 📈 10.7+ million jobs added since January 2021 The December jobs report is another sign the economy is on the move. I am focused on continuing to work to lower costs for Northwest Washington working families.",29,3,1,0,0,0,0,1,10,44,0,0,https://www.cnbc.com/2023/01/06/jobs-report-december-2022-nonfarm-payrolls-rose-223000-in-december-as-strong-jobs-market-tops-expectations.html,"Nonfarm payrolls rose 223,000 in December, as strong jobs market tops expectations",23781,-1.64,US,GOVERNMENT_OFFICIAL,Representative Rick Larsen,2010-07-29 19:26:18,This is the official Facebook page for Rep. Rick Larsen of Washington's 2nd Congressional District.,2023-01-10 11:47:59 PST,2023-01-10,11:47:59,0,Link,https://www.facebook.com/100044630520266/posts/716530379844640,RepRickLarsen,,
4626,Let women choose.,106,22,2,0,0,0,1,4,25,160,0,0,,,34812,2.03,US,GOVERNMENT_OFFICIAL,Donald Norcross,2009-10-04 18:47:40,"Representing the First District of New Jersey. 
Husband, father, grandfather, electrician",2023-01-20 14:00:03 PST,2023-01-20,14:00:03,0,Status,https://www.facebook.com/100044777359708/posts/722314212604484,DonaldNorcrossNJ,,
4376,This guy got bailed out by a bunch of celebrities & activists... and tried to kill somebody! But here’s the thing that no one is talking about...,84,4,25,6,21,0,0,20,15,175,5311,14629,https://www.facebook.com/SeanDuffyWI/videos/859182118671860/,Hollywood Celebs HUMILIATED,54514,-3.47,US,GOVERNMENT_OFFICIAL,Sean Duffy,2011-01-04 18:17:26,"A devoted husband of one, a proud father of nine, FOX NEWS contributor, former U.S. Representative.",2023-01-02 08:29:02 PST,2023-01-02,8:29:02,5243,Native Video,https://www.facebook.com/100044640670923/posts/682847806546569,SeanDuffyWI,0:04:27,crosspost
626,"For four years, we have made South Dakota the state where anyone can build their American Dream. We have strengthened families. We have secured the state. And we’re just getting started.",1926,377,7,0,3,0,9,60,146,"2,528",0,0,https://www.facebook.com/photo.php?fbid=714901626674545&set=a.406202637544447&type=3,Photos from Kristi Noem's post,194020,1.32,US,POLITICIAN,Kristi Noem,2010-02-15 7:38:41,"If you have a question for my official Governor office, please visit http://sd.gov/governor",2023-01-10 14:27:20 PST,2023-01-10,14:27:20,0,Photo,https://www.facebook.com/100044641410115/posts/714902213341153,kristiforgovernor,,
8926,"We get elected to Congress to serve the people, and this isn’t serving anyone. We need to hold the administration accountable, secure the border, and do the things we promised we would do in the majority. It’s time to elect McCarthy as Speaker so we can get to work.",17,0,2,0,0,0,0,3,17,39,326,0,https://www.facebook.com/CongressmanDavidValadao/videos/941554096864145/,It's time to get to work.,16797,-1.9,US,GOVERNMENT_OFFICIAL,Congressman David G. Valadao,2013-01-31 14:07:16,Proudly representing California's 22nd Congressional District,2023-01-05 08:20:04 PST,2023-01-05,8:20:04,295,Native Video,https://www.facebook.com/100047345825838/posts/691587742429414,CongressmanDavidValadao,0:02:36,owned
